0,2.140066163,2.583997552,2.583997552,0.693147181,0.246860078,-0.246860078,-1.029619417,-1.673976434,-1.122142786,-0.693147181,0.464305608,0.246860078,-1.430746124,-0.03509132,-2.341805806,1.122142786,-0.615185639,-0.246860078,-0.693147181,-1.966112856,2.890371758,0.03509132,0.390866309,-0.773189888,-0.615185639,-0.773189888,-2.583997552,0.464305608,-1.547562509
2.140066163,0,1.219240276,0.390866309,-0.318453731,-0.615185639,-0.773189888,-1.812378756,-2.341805806,-1.966112856,-1.219240276,-0.318453731,-0.693147181,-1.966112856,-0.693147181,-4.59511985,-0.773189888,-1.219240276,-0.615185639,-1.219240276,-2.890371758,2.140066163,-0.538996501,-0.390866309,-1.547562509,-1.32175584,-1.32175584,-3.314186005,-0.464305608,-4.025351691
2.583997552,1.219240276,0,0.773189888,1.32175584,0.175890666,-1.812378756,-1.122142786,-0.464305608,-0.246860078,-0.940983344,-0.538996501,2.890371758,1.122142786,3.314186005,-1.32175584,0.105360516,-1.219240276,0.390866309,1.430746124,-0.615185639,1.430746124,1.029619417,0.940983344,-1.219240276,-1.219240276,-1.430746124,-1.219240276,0.390866309,0.693147181
2.583997552,0.390866309,0.773189888,0,1.219240276,0.175890666,0.693147181,-1.122142786,-1.430746124,-1.812378756,-1.430746124,0.773189888,-0.940983344,-0.693147181,2.140066163,-0.773189888,-0.175890666,-1.219240276,2.890371758,0.175890666,0.615185639,1.32175584,0.940983344,0.85566611,0.318453731,0.940983344,0.940983344,0.175890666,0.175890666,-0.318453731
0.693147181,-0.318453731,1.32175584,1.219240276,0,-0.85566611,-0.318453731,-0.615185639,0.693147181,-0.464305608,-1.029619417,2.140066163,0.85566611,-0.246860078,0.773189888,-1.673976434,-1.547562509,-0.693147181,0.773189888,-0.773189888,-0.175890666,1.029619417,-1.029619417,-0.940983344,-1.966112856,-2.140066163,0.464305608,-0.693147181,-0.85566611,-1.122142786
0.246860078,-0.615185639,0.175890666,0.175890666,-0.85566611,0,0.615185639,1.32175584,0.03509132,-1.32175584,-0.105360516,1.430746124,-1.547562509,-0.464305608,0.940983344,-0.538996501,2.890371758,-0.940983344,0.773189888,-1.029619417,-0.390866309,-0.773189888,0.03509132,0.390866309,-0.390866309,0.318453731,-1.122142786,1.547562509,4.025351691,-1.029619417
-0.246860078,-0.773189888,-1.812378756,0.693147181,-0.318453731,0.615185639,0,-1.029619417,-0.85566611,-3.314186005,-4.59511985,0.615185639,-3.314186005,-1.122142786,0.464305608,-2.341805806,-0.85566611,-2.583997552,0.246860078,-1.812378756,0.105360516,0.03509132,-0.693147181,-0.615185639,0.105360516,0.85566611,-1.430746124,-0.390866309,0.773189888,-1.122142786
-1.029619417,-1.812378756,-1.122142786,-1.122142786,-0.615185639,1.32175584,-1.029619417,0,1.812378756,0.464305608,0.175890666,-0.318453731,-1.812378756,0.390866309,0.693147181,0.773189888,3.314186005,-1.547562509,0.693147181,-0.693147181,-2.140066163,-1.966112856,-0.105360516,0.246860078,1.812378756,0.175890666,0.175890666,1.430746124,-1.32175584,0.615185639
-1.673976434,-2.341805806,-0.464305608,-1.430746124,0.693147181,0.03509132,-0.85566611,1.812378756,0,3.314186005,-0.464305608,1.219240276,1.673976434,0.538996501,-1.673976434,4.025351691,0.318453731,0.105360516,-0.773189888,0.105360516,-1.812378756,-0.464305608,0.03509132,-1.219240276,1.966112856,0.318453731,1.029619417,-0.940983344,-2.890371758,-1.966112856
-1.122142786,-1.966112856,-0.246860078,-1.812378756,-0.464305608,-1.32175584,-3.314186005,0.464305608,3.314186005,0,-2.890371758,-0.105360516,0.615185639,0.940983344,-0.940983344,2.583997552,-2.140066163,3.314186005,-0.105360516,1.430746124,-1.812378756,-1.219240276,0.390866309,-0.03509132,-0.773189888,-0.03509132,0.390866309,-0.940983344,-1.966112856,-1.966112856
-0.693147181,-1.219240276,-0.940983344,-1.430746124,-1.029619417,-0.105360516,-4.59511985,0.175890666,-0.464305608,-2.890371758,0,-0.538996501,0.105360516,-1.430746124,-0.538996501,-1.547562509,0.773189888,-2.583997552,0.105360516,1.219240276,-3.314186005,-1.122142786,-0.390866309,-1.32175584,-2.583997552,-2.583997552,-2.583997552,-0.105360516,0.03509132,-3.314186005
0.464305608,-0.318453731,-0.538996501,0.773189888,2.140066163,1.430746124,0.615185639,-0.318453731,1.219240276,-0.105360516,-0.538996501,0,1.430746124,0.246860078,-0.105360516,-1.122142786,-0.773189888,0.03509132,2.890371758,-0.390866309,0.318453731,0.773189888,-0.693147181,1.547562509,-1.812378756,-1.32175584,0.85566611,-0.105360516,1.812378756,-1.673976434
0.246860078,-0.693147181,2.890371758,-0.940983344,0.85566611,-1.547562509,-3.314186005,-1.812378756,1.673976434,0.615185639,0.105360516,1.430746124,0,1.966112856,-0.390866309,-0.85566611,-1.122142786,-0.538996501,-0.246860078,1.430746124,-0.940983344,0.105360516,0.390866309,0.464305608,-2.341805806,-2.341805806,-1.547562509,-0.773189888,-1.219240276,-2.890371758
-1.430746124,-1.966112856,1.122142786,-0.693147181,-0.246860078,-0.464305608,-1.122142786,0.390866309,0.538996501,0.940983344,-1.430746124,0.246860078,1.966112856,0,-0.693147181,0.940983344,-0.693147181,0.246860078,2.583997552,0.940983344,-0.85566611,-1.32175584,0.03509132,0.105360516,-1.673976434,-0.175890666,0.318453731,1.547562509,-0.318453731,0.693147181
-0.03509132,-0.693147181,3.314186005,2.140066163,0.773189888,0.940983344,0.464305608,0.693147181,-1.673976434,-0.940983344,-0.538996501,-0.105360516,-0.390866309,-0.693147181,0,-0.940983344,1.029619417,0.940983344,1.812378756,0.175890666,0.390866309,-0.175890666,0.940983344,0.85566611,-0.105360516,0.940983344,0.940983344,-0.03509132,1.122142786,3.314186005
-2.341805806,-4.59511985,-1.32175584,-0.773189888,-1.673976434,-0.538996501,-2.341805806,0.773189888,4.025351691,2.583997552,-1.547562509,-1.122142786,-0.85566611,0.940983344,-0.940983344,0,-1.812378756,-1.029619417,-0.318453731,0.03509132,-1.32175584,-2.890371758,0.390866309,-0.615185639,0.105360516,-0.390866309,0.693147181,-0.390866309,-4.025351691,-1.32175584
1.122142786,-0.773189888,0.105360516,-0.175890666,-1.547562509,2.890371758,-0.85566611,3.314186005,0.318453731,-2.140066163,0.773189888,-0.773189888,-1.122142786,-0.693147181,1.029619417,-1.812378756,0,-1.547562509,0.615185639,0.175890666,-0.85566611,-1.029619417,1.32175584,1.219240276,1.122142786,0.940983344,0.940983344,-0.773189888,0.318453731,0.464305608
